Designator,Footprint,Quantity,Value,LCSC Part #
"C1, C2, C5, C9",C_0402,4,100nF,
C10,C_1206,1,100uF 6.3V,
"C3, C4",C_0603,2,22uF,
C6,C_0603_,1,10uF 35V,C194427
C7,C_0603_,1,10uF 6.3V,C1691
C8,C_0603_,1,100nF,
"D1, D2, D3, D5",DFN1006-2L,4,~,C5137770
D4,LED-RGB-1.6x1.6,1,RGB,C264508
J1,PinHeader_1x05_P2.54mm_Right,1,Shelly 1,C225491
J2,PinHeader_1x07_P1.27mm_Vertical,1,Conn_01x07,C2832274
J3,USB-C-Socket-H,1,USB-C-Socket-V,C709357
L2,L_4x4_,1,10uH,
Q1,SOT-323_SC-70,1,"PMF170XP,115",
Q2,SOT-323_SC-70,1,PMF250XNEX,
"R1, R2",R_0402,2,5K1,
R10,R_0402_,1,1M,
R11,R_0402,1,220R,
"R3, R4",R_0402,2,27R,
R6,R_0402,1,680R,
R7,R_0402,1,2K,
R8,R_0402_,1,124k,
R9,R_0402_,1,39k2,
U1,QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,1,FT231XQ,C132159
U3,SOT-23-6-MD8942,1,MD8942,C2684786
